"age","job","marital","education","loan","contact","month","day_of_week","campaign","subscribed_deposit"
33,"services","married","high.school","yes","telephone","jun","mon",1,"yes"
37,"unemployed","married","university.degree","no","cellular","jun","mon",3,"yes"
51,"admin.","married","university.degree","no","cellular","jun","mon",4,"yes"
51,"admin.","married","university.degree","no","cellular","jun","mon",3,"yes"
32,"technician","married","university.degree","no","cellular","jun","mon",3,"yes"
53,"management","divorced","university.degree","no","cellular","jun","mon",1,"yes"
51,"blue-collar","married","basic.4y","yes","cellular","jun","mon",1,"yes"
34,"admin.","single","university.degree","no","cellular","jun","mon",1,"yes"
32,"blue-collar","single","high.school","no","cellular","jun","mon",1,"yes"
32,"blue-collar","single","high.school","no","cellular","jun","mon",1,"no"
37,"self-employed","married","university.degree","no","telephone","jun","mon",1,"yes"
37,"unemployed","married","university.degree","no","telephone","jun","mon",1,"yes"
62,"blue-collar","married","high.school","no","cellular","jun","mon",4,"yes"
35,"management","married","university.degree","no","cellular","jun","mon",3,"yes"
37,"self-employed","married","university.degree","no","cellular","jun","mon",2,"yes"
68,"retired","married","basic.4y","no","cellular","jun","mon",3,"no"
37,"self-employed","married","university.degree","no","telephone","jun","mon",4,"yes"
38,"technician","single","university.degree","no","cellular","jun","mon",6,"yes"
36,"management","married","university.degree","no","cellular","jun","tue",1,"yes"
81,"retired","divorced","high.school","no","cellular","jun","tue",1,"no"
34,"unemployed","single","university.degree","no","cellular","jun","tue",1,"yes"
50,"blue-collar","married","basic.4y","no","cellular","jun","tue",4,"no"
76,"retired","married","professional.course","no","cellular","jun","tue",1,"yes"
76,"retired","married","professional.course","no","cellular","jun","tue",1,"yes"
56,"retired","married","high.school","no","cellular","jun","tue",1,"yes"
64,"retired","married","professional.course","no","cellular","jun","tue",1,"yes"
27,"unemployed","single","basic.4y","no","cellular","jun","tue",1,"no"
27,"admin.","single","high.school","no","cellular","jun","tue",2,"yes"
23,"student","single","basic.9y","no","cellular","jun","tue",1,"no"
35,"admin.","married","university.degree","no","cellular","jun","tue",1,"yes"
25,"student","single","high.school","yes","cellular","jun","tue",2,"yes"
38,"entrepreneur","married","basic.6y","no","cellular","jun","tue",1,"yes"
38,"entrepreneur","married","basic.6y","no","cellular","jun","tue",1,"yes"
27,"admin.","single","high.school","no","cellular","jun","tue",2,"yes"
32,"management","single","university.degree","no","cellular","jun","tue",4,"no"
30,"technician","single","professional.course","no","telephone","jun","tue",1,"no"
33,"admin.","married","university.degree","no","telephone","jun","tue",2,"yes"
34,"unemployed","single","university.degree","no","cellular","jun","tue",2,"yes"
32,"blue-collar","married","basic.4y","no","telephone","jun","tue",1,"yes"
26,"technician","single","professional.course","no","telephone","jun","tue",1,"no"
26,"admin.","married","high.school","no","cellular","jun","wed",4,"yes"
27,"unknown","single","university.degree","no","cellular","jun","wed",4,"yes"
52,"admin.","married","university.degree","no","cellular","jun","wed",2,"no"
26,"admin.","married","high.school","no","cellular","jun","wed",1,"yes"
30,"technician","single","university.degree","no","telephone","jun","wed",1,"yes"
27,"unknown","single","university.degree","no","cellular","jun","wed",3,"no"
33,"services","married","high.school","no","cellular","jun","wed",2,"yes"
56,"retired","married","basic.4y","no","cellular","jun","wed",2,"yes"
29,"technician","single","high.school","no","telephone","jun","wed",1,"no"
86,"retired","single","basic.9y","no","telephone","jun","wed",1,"yes"
21,"student","single","high.school","yes","cellular","jun","wed",2,"yes"
29,"admin.","single","high.school","no","cellular","jun","wed",5,"no"
26,"admin.","married","high.school","yes","cellular","jun","wed",2,"yes"
66,"retired","married","basic.4y","yes","cellular","jun","wed",2,"yes"
31,"technician","single","university.degree","no","telephone","jun","wed",1,"no"
52,"admin.","married","university.degree","yes","cellular","jun","wed",4,"no"
26,"admin.","married","high.school","no","cellular","jun","wed",5,"yes"
37,"admin.","single","high.school","yes","cellular","jul","thu",4,"no"
37,"admin.","single","high.school","no","telephone","jul","thu",4,"no"
35,"management","married","university.degree","yes","telephone","jul","thu",1,"yes"
34,"admin.","married","high.school","no","telephone","jul","thu",1,"yes"
29,"admin.","single","high.school","no","telephone","jul","thu",1,"no"
60,"management","married","university.degree","yes","cellular","jul","thu",1,"yes"
37,"admin.","single","high.school","no","cellular","jul","thu",2,"yes"
27,"admin.","single","high.school","no","cellular","jul","thu",2,"no"
38,"admin.","married","high.school","no","cellular","jul","thu",2,"yes"
33,"blue-collar","married","university.degree","no","telephone","jul","thu",1,"yes"
38,"unemployed","divorced","high.school","no","telephone","jul","thu",1,"no"
39,"blue-collar","married","basic.6y","no","telephone","jul","fri",1,"yes"
27,"services","single","high.school","no","cellular","jul","fri",3,"yes"
37,"admin.","single","university.degree","no","cellular","jul","fri",2,"no"
33,"admin.","married","university.degree","yes","cellular","jul","fri",3,"yes"
37,"admin.","single","university.degree","no","cellular","jul","fri",2,"no"
55,"admin.","married","university.degree","no","cellular","jul","fri",1,"yes"
35,"admin.","single","university.degree","no","cellular","jul","fri",5,"yes"
27,"services","single","high.school","unknown","cellular","jul","fri",1,"yes"
25,"blue-collar","single","basic.9y","yes","cellular","jul","fri",1,"yes"
55,"admin.","married","university.degree","yes","cellular","jul","fri",2,"no"
48,"admin.","single","university.degree","no","cellular","jul","fri",2,"yes"
52,"admin.","single","high.school","no","telephone","jul","mon",1,"no"
41,"admin.","divorced","university.degree","no","cellular","jul","mon",3,"no"
34,"technician","single","university.degree","no","cellular","jul","mon",3,"yes"
25,"admin.","married","high.school","no","telephone","jul","mon",1,"yes"
32,"technician","married","university.degree","yes","telephone","jul","mon",1,"yes"
41,"admin.","divorced","university.degree","no","cellular","jul","mon",2,"yes"
33,"admin.","single","university.degree","no","cellular","jul","mon",4,"no"
41,"admin.","divorced","university.degree","no","cellular","jul","mon",1,"yes"
33,"admin.","single","university.degree","no","cellular","jul","mon",1,"no"
30,"admin.","single","university.degree","no","cellular","jul","tue",2,"no"
21,"student","single","basic.9y","no","cellular","jul","tue",2,"yes"
46,"admin.","married","high.school","no","cellular","jul","tue",1,"yes"
46,"admin.","married","high.school","no","cellular","jul","tue",3,"yes"
30,"admin.","single","university.degree","no","cellular","jul","tue",1,"no"
83,"housemaid","divorced","basic.4y","yes","cellular","jul","tue",1,"no"
29,"admin.","single","high.school","no","cellular","jul","tue",1,"yes"
35,"admin.","single","university.degree","no","telephone","jul","tue",1,"no"
46,"admin.","married","high.school","yes","cellular","jul","tue",1,"yes"
43,"self-employed","married","university.degree","no","cellular","jul","tue",3,"yes"
83,"housemaid","divorced","basic.4y","no","cellular","jul","tue",2,"yes"
21,"student","single","basic.9y","yes","telephone","jul","tue",1,"no"
35,"entrepreneur","single","university.degree","no","cellular","jul","wed",1,"no"
55,"admin.","married","high.school","no","telephone","jul","wed",1,"yes"
33,"admin.","married","high.school","yes","telephone","jul","wed",2,"yes"
35,"admin.","married","high.school","no","cellular","jul","wed",2,"yes"
36,"services","married","high.school","no","telephone","jul","wed",2,"yes"
34,"admin.","single","high.school","no","cellular","jul","wed",1,"yes"
57,"unknown","married","basic.4y","no","cellular","jul","wed",3,"no"
58,"admin.","married","high.school","no","cellular","jul","thu",4,"no"
75,"retired","married","university.degree","no","cellular","jul","thu",1,"yes"
29,"admin.","single","high.school","no","cellular","jul","thu",1,"yes"
37,"admin.","married","high.school","unknown","cellular","jul","thu",1,"yes"
21,"student","single","unknown","yes","cellular","jul","thu",11,"no"
25,"services","single","high.school","yes","telephone","jul","thu",2,"yes"
21,"student","single","unknown","no","telephone","jul","thu",1,"yes"
21,"student","single","unknown","no","cellular","jul","thu",1,"no"
21,"student","single","unknown","no","cellular","jul","thu",1,"yes"
32,"admin.","single","university.degree","no","telephone","jul","thu",1,"no"
39,"technician","married","professional.course","no","cellular","jul","thu",1,"yes"
58,"admin.","married","high.school","yes","cellular","jul","thu",2,"yes"
25,"admin.","single","high.school","no","cellular","jul","thu",2,"yes"
37,"admin.","married","high.school","no","cellular","jul","thu",2,"yes"
34,"self-employed","single","university.degree","no","cellular","jul","thu",3,"yes"
21,"student","single","unknown","no","telephone","jul","thu",7,"no"
25,"services","single","high.school","no","telephone","jul","thu",2,"no"
73,"retired","divorced","professional.course","no","cellular","jul","thu",2,"no"
34,"admin.","married","university.degree","no","cellular","jul","thu",1,"yes"
72,"retired","married","basic.4y","yes","cellular","jul","fri",4,"yes"
26,"unemployed","married","high.school","no","cellular","jul","fri",7,"yes"
72,"retired","married","basic.4y","no","cellular","jul","fri",9,"no"
72,"retired","married","basic.4y","no","cellular","jul","fri",2,"no"
32,"admin.","single","university.degree","no","cellular","jul","fri",1,"no"
46,"admin.","married","university.degree","no","cellular","jul","fri",3,"yes"
32,"entrepreneur","married","university.degree","yes","cellular","jul","fri",1,"yes"
79,"retired","married","basic.4y","yes","cellular","jul","fri",1,"yes"
33,"blue-collar","single","professional.course","yes","telephone","jul","fri",1,"no"
33,"unemployed","married","university.degree","no","telephone","jul","fri",1,"yes"
26,"unemployed","single","high.school","no","telephone","jul","fri",1,"no"
33,"blue-collar","married","basic.9y","yes","telephone","jul","mon",1,"yes"
59,"retired","divorced","basic.4y","no","cellular","jul","mon",2,"no"
39,"admin.","divorced","university.degree","yes","cellular","jul","mon",10,"yes"
36,"technician","single","university.degree","yes","cellular","jul","mon",4,"no"
59,"retired","divorced","basic.4y","yes","cellular","jul","mon",3,"yes"
39,"admin.","divorced","university.degree","yes","cellular","jul","mon",3,"yes"
28,"blue-collar","single","high.school","yes","cellular","jul","mon",2,"no"
62,"technician","married","unknown","yes","cellular","jul","mon",2,"no"
35,"technician","single","professional.course","no","cellular","jul","mon",4,"yes"
62,"technician","married","unknown","unknown","cellular","jul","mon",3,"yes"
62,"technician","married","unknown","no","cellular","jul","mon",1,"no"
62,"technician","married","unknown","no","cellular","jul","mon",1,"no"
27,"admin.","single","university.degree","yes","cellular","jul","mon",1,"yes"
28,"student","single","high.school","yes","cellular","jul","mon",1,"no"
24,"admin.","single","high.school","no","cellular","jul","mon",1,"yes"
19,"student","single","basic.9y","yes","telephone","jul","mon",1,"yes"
59,"retired","divorced","basic.4y","yes","cellular","jul","mon",1,"yes"
28,"blue-collar","single","high.school","no","cellular","jul","mon",3,"no"
19,"student","single","basic.9y","no","cellular","jul","mon",2,"no"
62,"technician","married","unknown","no","cellular","jul","mon",2,"yes"
62,"technician","married","unknown","no","cellular","jul","mon",1,"yes"
33,"admin.","single","university.degree","no","cellular","jul","mon",1,"no"
27,"admin.","single","university.degree","no","cellular","jul","mon",6,"no"
28,"student","single","high.school","no","cellular","jul","mon",2,"yes"
29,"admin.","married","university.degree","yes","cellular","jul","tue",2,"yes"
73,"retired","married","basic.4y","no","cellular","jul","tue",1,"yes"
29,"admin.","single","high.school","no","cellular","jul","tue",2,"yes"
22,"services","single","professional.course","no","cellular","jul","tue",1,"yes"
83,"retired","married","university.degree","no","cellular","jul","tue",1,"yes"
32,"services","married","basic.6y","yes","telephone","jul","tue",1,"yes"
83,"retired","married","university.degree","no","telephone","jul","tue",1,"yes"
66,"retired","married","high.school","no","cellular","jul","tue",1,"yes"
66,"retired","married","high.school","no","cellular","jul","tue",1,"yes"
29,"admin.","married","university.degree","no","cellular","jul","tue",1,"yes"
29,"admin.","married","university.degree","unknown","cellular","jul","tue",1,"yes"
24,"student","single","high.school","yes","cellular","jul","tue",3,"no"
31,"unemployed","single","university.degree","no","cellular","jul","tue",1,"yes"
35,"technician","single","professional.course","no","cellular","jul","tue",1,"yes"
35,"technician","single","professional.course","no","cellular","jul","tue",1,"yes"
22,"services","single","professional.course","no","cellular","jul","tue",3,"yes"
73,"retired","married","basic.4y","yes","telephone","jul","tue",2,"no"
29,"blue-collar","single","basic.6y","no","telephone","jul","tue",1,"no"
35,"technician","single","professional.course","no","cellular","jul","tue",6,"yes"
29,"admin.","single","high.school","no","cellular","jul","tue",3,"yes"
32,"technician","divorced","professional.course","no","telephone","jul","wed",1,"no"
53,"blue-collar","single","basic.9y","no","telephone","jul","wed",1,"yes"
30,"student","single","professional.course","no","cellular","jul","wed",4,"yes"
31,"admin.","single","high.school","no","cellular","jul","wed",1,"no"
29,"technician","single","basic.9y","no","cellular","jul","wed",1,"yes"
53,"blue-collar","single","basic.9y","no","cellular","jul","wed",1,"yes"
45,"management","married","university.degree","no","cellular","jul","wed",2,"yes"
29,"technician","single","professional.course","no","cellular","jul","wed",3,"no"
29,"technician","single","basic.9y","no","telephone","jul","wed",1,"yes"
78,"retired","married","unknown","no","cellular","jul","wed",1,"no"
29,"admin.","single","university.degree","no","cellular","jul","wed",1,"yes"
34,"services","married","basic.9y","no","cellular","jul","wed",1,"yes"
53,"blue-collar","single","basic.9y","no","telephone","jul","wed",2,"yes"
35,"admin.","married","university.degree","no","cellular","jul","wed",2,"yes"
34,"services","married","basic.9y","yes","cellular","jul","wed",3,"yes"
30,"student","single","professional.course","no","telephone","jul","wed",9,"no"
78,"retired","married","unknown","no","cellular","jul","wed",3,"yes"
44,"blue-collar","divorced","basic.4y","no","telephone","jul","wed",1,"no"
23,"blue-collar","single","basic.9y","no","cellular","jul","thu",5,"yes"
27,"blue-collar","single","high.school","no","cellular","jul","thu",5,"no"
52,"technician","married","basic.6y","no","cellular","jul","thu",1,"yes"
50,"management","married","university.degree","no","cellular","jul","thu",1,"yes"
37,"services","married","high.school","no","cellular","jul","thu",1,"yes"
28,"services","single","high.school","no","cellular","jul","thu",1,"yes"
32,"services","single","unknown","yes","cellular","jul","thu",2,"yes"
30,"admin.","single","university.degree","no","cellular","jul","thu",1,"yes"
28,"self-employed","single","university.degree","no","cellular","jul","thu",1,"no"
32,"admin.","single","university.degree","no","cellular","jul","thu",2,"no"
20,"student","single","basic.9y","no","cellular","jul","thu",3,"yes"
80,"retired","married","basic.4y","no","telephone","jul","thu",2,"yes"
70,"retired","divorced","basic.4y","no","cellular","jul","thu",2,"yes"
35,"admin.","married","university.degree","no","cellular","jul","thu",2,"yes"
23,"blue-collar","single","basic.9y","no","cellular","jul","thu",4,"yes"
32,"admin.","single","university.degree","no","cellular","jul","thu",2,"no"
28,"self-employed","single","university.degree","no","cellular","jul","thu",2,"yes"
47,"admin.","single","basic.9y","yes","cellular","jul","thu",2,"yes"
38,"technician","married","professional.course","no","cellular","jul","thu",2,"yes"
54,"retired","single","basic.4y","no","cellular","jul","thu",4,"no"
63,"retired","married","basic.4y","no","cellular","jul","thu",1,"no"
31,"admin.","single","university.degree","no","cellular","jul","fri",2,"yes"
26,"technician","single","university.degree","no","cellular","jul","fri",2,"no"
32,"admin.","single","university.degree","no","cellular","jul","fri",1,"no"
44,"admin.","married","unknown","no","cellular","jul","fri",1,"yes"
31,"admin.","married","high.school","no","cellular","jul","fri",8,"no"
60,"admin.","married","university.degree","no","cellular","jul","fri",1,"yes"
51,"admin.","married","university.degree","yes","cellular","jul","fri",1,"yes"
31,"admin.","married","high.school","yes","cellular","jul","fri",4,"yes"
43,"technician","divorced","unknown","no","cellular","jul","fri",1,"no"
31,"admin.","married","university.degree","no","cellular","jul","fri",1,"yes"
27,"admin.","single","high.school","no","telephone","jul","fri",1,"no"
29,"admin.","single","high.school","no","cellular","jul","fri",2,"yes"
26,"technician","single","university.degree","no","cellular","jul","fri",3,"yes"
32,"management","single","university.degree","no","cellular","jul","fri",2,"no"
51,"admin.","married","university.degree","yes","cellular","jul","fri",4,"no"
44,"admin.","single","high.school","yes","telephone","jul","fri",1,"no"
59,"technician","married","professional.course","no","cellular","jul","fri",2,"yes"
21,"housemaid","single","high.school","no","cellular","jul","fri",2,"no"
54,"admin.","married","university.degree","yes","cellular","jul","fri",5,"no"
22,"admin.","single","university.degree","no","telephone","jul","mon",1,"yes"
56,"technician","married","professional.course","no","cellular","jul","mon",2,"yes"
49,"technician","divorced","professional.course","no","cellular","jul","mon",3,"yes"
78,"retired","married","basic.4y","no","cellular","jul","mon",1,"yes"
72,"retired","married","basic.4y","no","cellular","jul","mon",2,"no"
72,"retired","married","basic.4y","no","cellular","jul","mon",1,"yes"
78,"retired","married","basic.4y","no","cellular","jul","mon",2,"yes"
56,"technician","married","professional.course","no","cellular","jul","mon",2,"yes"
56,"unemployed","divorced","basic.4y","no","cellular","jul","mon",6,"yes"
66,"retired","married","basic.4y","no","cellular","jul","mon",7,"yes"
78,"retired","married","basic.4y","no","cellular","jul","mon",1,"yes"
29,"admin.","married","university.degree","no","cellular","jul","mon",3,"yes"
30,"technician","married","university.degree","yes","cellular","jul","mon",4,"yes"
28,"technician","single","university.degree","no","cellular","jul","tue",3,"no"
28,"services","single","high.school","no","cellular","jul","tue",1,"no"
66,"housemaid","married","basic.4y","yes","cellular","jul","tue",1,"no"
29,"technician","single","professional.course","yes","cellular","jul","tue",2,"yes"
54,"unknown","married","basic.9y","no","cellular","jul","tue",2,"no"
28,"technician","single","university.degree","no","cellular","jul","tue",5,"no"
23,"student","single","unknown","no","cellular","jul","tue",2,"yes"
35,"blue-collar","married","high.school","no","telephone","jul","tue",1,"yes"
62,"retired","married","high.school","no","cellular","jul","tue",2,"yes"
23,"unemployed","single","high.school","no","telephone","jul","tue",1,"no"
38,"admin.","married","high.school","no","telephone","jul","tue",1,"yes"
48,"technician","married","professional.course","no","cellular","jul","tue",1,"yes"
66,"housemaid","married","basic.4y","no","telephone","jul","tue",2,"yes"
23,"admin.","single","university.degree","no","cellular","jul","wed",1,"no"
82,"housemaid","divorced","basic.4y","no","cellular","jul","wed",1,"yes"
72,"retired","married","basic.6y","no","cellular","jul","wed",1,"no"
72,"retired","married","basic.6y","no","cellular","jul","wed",1,"yes"
37,"unemployed","single","university.degree","yes","cellular","jul","wed",1,"yes"
21,"student","single","basic.9y","no","telephone","jul","thu",1,"no"
24,"technician","single","professional.course","no","cellular","jul","thu",2,"yes"
71,"retired","married","professional.course","no","cellular","jul","thu",3,"no"
52,"admin.","married","university.degree","yes","cellular","jul","thu",1,"yes"
24,"services","single","high.school","no","cellular","jul","thu",1,"yes"
43,"technician","married","professional.course","no","cellular","jul","thu",1,"yes"
64,"admin.","married","high.school","no","cellular","jul","thu",1,"yes"
45,"management","married","university.degree","no","cellular","jul","thu",2,"yes"
40,"management","married","university.degree","no","cellular","jul","thu",4,"yes"
30,"admin.","single","university.degree","no","cellular","jul","thu",1,"yes"
34,"technician","single","basic.9y","no","telephone","jul","thu",1,"no"
29,"self-employed","single","university.degree","no","telephone","jul","thu",1,"no"
60,"admin.","married","basic.9y","no","cellular","jul","thu",2,"yes"
24,"services","single","high.school","no","cellular","jul","thu",2,"yes"
56,"services","married","high.school","no","cellular","jul","thu",2,"no"
45,"management","married","university.degree","yes","telephone","jul","thu",2,"yes"
31,"student","single","university.degree","no","cellular","jul","fri",3,"yes"
59,"management","married","basic.4y","no","cellular","jul","fri",3,"yes"
42,"unknown","single","university.degree","no","cellular","jul","fri",6,"yes"
31,"student","single","university.degree","yes","cellular","jul","fri",2,"yes"
32,"technician","single","university.degree","no","cellular","jul","fri",1,"no"
24,"technician","married","professional.course","no","cellular","jul","fri",4,"yes"
42,"unknown","single","university.degree","no","cellular","jul","fri",1,"yes"
26,"admin.","single","high.school","no","cellular","jul","fri",1,"yes"
26,"admin.","single","university.degree","no","cellular","jul","fri",1,"yes"
63,"admin.","married","university.degree","no","cellular","jul","fri",2,"yes"
29,"admin.","single","university.degree","no","cellular","jul","mon",2,"no"
35,"blue-collar","married","basic.9y","no","cellular","jul","mon",1,"yes"
51,"technician","married","high.school","no","cellular","jul","mon",1,"yes"
65,"management","married","university.degree","no","cellular","jul","mon",1,"yes"
29,"admin.","married","university.degree","no","telephone","jul","mon",1,"yes"
31,"admin.","married","university.degree","no","telephone","jul","mon",1,"yes"
52,"technician","single","professional.course","no","telephone","jul","mon",1,"no"
34,"admin.","single","university.degree","yes","telephone","jul","mon",1,"no"
27,"blue-collar","single","basic.6y","no","telephone","jul","mon",1,"no"
35,"admin.","married","university.degree","no","cellular","jul","mon",2,"yes"
68,"retired","married","university.degree","no","cellular","jul","mon",2,"yes"
68,"retired","married","university.degree","no","cellular","jul","mon",2,"yes"
61,"admin.","married","unknown","yes","cellular","jul","mon",3,"no"
24,"technician","single","professional.course","no","cellular","jul","mon",3,"yes"
84,"retired","divorced","basic.4y","yes","cellular","jul","tue",1,"yes"
32,"admin.","single","university.degree","no","cellular","jul","tue",1,"yes"
32,"admin.","single","university.degree","no","cellular","jul","tue",1,"no"
23,"student","single","unknown","no","cellular","jul","tue",1,"yes"
52,"admin.","married","professional.course","no","cellular","jul","tue",1,"yes"
23,"technician","single","professional.course","no","telephone","jul","tue",1,"no"
33,"admin.","single","university.degree","no","telephone","jul","tue",1,"no"
28,"technician","single","professional.course","yes","telephone","jul","tue",1,"no"
52,"admin.","married","professional.course","yes","cellular","jul","tue",2,"no"
28,"technician","single","professional.course","no","cellular","jul","tue",2,"no"
52,"admin.","married","professional.course","yes","cellular","jul","tue",2,"yes"
77,"retired","married","basic.4y","unknown","cellular","jul","tue",2,"yes"
26,"student","single","high.school","no","cellular","jul","tue",1,"no"
48,"housemaid","married","professional.course","no","cellular","jul","wed",2,"yes"
68,"retired","divorced","high.school","yes","cellular","jul","wed",1,"yes"
74,"retired","divorced","basic.4y","yes","cellular","jul","wed",2,"no"
24,"student","single","professional.course","no","cellular","jul","wed",2,"yes"
25,"self-employed","single","unknown","unknown","cellular","jul","wed",5,"yes"
57,"blue-collar","married","basic.4y","yes","cellular","jul","wed",2,"yes"
24,"student","single","professional.course","no","cellular","jul","wed",2,"yes"
66,"retired","divorced","high.school","no","cellular","jul","wed",1,"no"
51,"retired","divorced","high.school","no","cellular","jul","wed",3,"yes"
50,"housemaid","married","basic.4y","yes","cellular","jul","wed",1,"yes"
47,"admin.","married","university.degree","yes","cellular","jul","wed",3,"yes"
48,"housemaid","married","professional.course","no","cellular","jul","wed",3,"yes"
26,"technician","single","professional.course","no","cellular","jul","thu",3,"yes"
60,"retired","married","professional.course","yes","cellular","jul","thu",4,"no"
76,"unknown","married","unknown","no","telephone","jul","thu",3,"yes"
23,"admin.","single","high.school","no","telephone","jul","thu",1,"no"
80,"retired","divorced","basic.4y","yes","cellular","jul","thu",2,"yes"
34,"admin.","divorced","university.degree","no","telephone","jul","thu",3,"yes"
50,"housemaid","married","basic.6y","no","cellular","jul","thu",3,"yes"
50,"entrepreneur","divorced","university.degree","no","cellular","jul","thu",1,"yes"
31,"technician","single","university.degree","no","cellular","jul","thu",4,"yes"
51,"admin.","married","university.degree","no","cellular","jul","thu",4,"yes"
65,"management","married","high.school","no","cellular","jul","thu",1,"no"
31,"technician","single","university.degree","no","telephone","jul","thu",1,"yes"
48,"blue-collar","married","professional.course","no","telephone","jul","thu",1,"yes"
71,"retired","married","basic.4y","no","cellular","jul","thu",2,"yes"
31,"technician","single","university.degree","no","telephone","jul","thu",1,"yes"
34,"admin.","married","university.degree","no","cellular","jul","thu",1,"yes"
53,"admin.","married","high.school","no","cellular","jul","thu",6,"no"
39,"unemployed","single","high.school","no","cellular","jul","fri",2,"no"
27,"services","single","high.school","no","cellular","jul","fri",5,"yes"
32,"management","single","university.degree","no","cellular","jul","fri",4,"no"
23,"admin.","single","university.degree","yes","cellular","jul","fri",2,"no"
41,"admin.","married","university.degree","no","cellular","jul","fri",7,"no"
37,"management","married","university.degree","no","cellular","jul","fri",1,"yes"
35,"admin.","married","university.degree","no","telephone","jul","fri",1,"yes"
56,"retired","divorced","high.school","no","telephone","jul","fri",1,"no"
71,"retired","married","basic.9y","yes","cellular","jul","fri",6,"yes"
40,"management","married","university.degree","no","telephone","jul","fri",2,"yes"
39,"unemployed","single","high.school","no","cellular","jul","fri",3,"no"
37,"admin.","married","university.degree","no","cellular","jul","fri",5,"yes"
34,"self-employed","married","university.degree","unknown","cellular","jul","fri",3,"yes"
40,"management","married","university.degree","no","cellular","jul","fri",1,"yes"
63,"retired","married","basic.4y","no","cellular","jul","fri",1,"no"
55,"services","divorced","high.school","no","cellular","jul","fri",3,"no"
46,"admin.","married","high.school","no","cellular","aug","mon",2,"yes"
33,"services","single","high.school","no","cellular","aug","mon",2,"no"
25,"student","single","high.school","no","cellular","aug","mon",2,"no"
33,"admin.","single","university.degree","yes","cellular","aug","mon",3,"no"
31,"student","single","unknown","no","cellular","aug","mon",2,"no"
42,"admin.","single","university.degree","no","cellular","aug","mon",3,"no"
67,"retired","married","basic.4y","no","cellular","aug","mon",3,"no"
31,"technician","single","unknown","no","cellular","aug","mon",2,"no"
53,"services","married","basic.9y","no","cellular","aug","mon",2,"yes"
31,"student","single","unknown","no","cellular","aug","mon",3,"yes"
36,"admin.","single","professional.course","no","telephone","aug","mon",1,"no"
81,"retired","married","basic.4y","no","cellular","aug","mon",4,"no"
25,"student","single","high.school","no","cellular","aug","mon",8,"no"
42,"admin.","single","university.degree","no","cellular","aug","mon",2,"no"
31,"self-employed","single","university.degree","no","cellular","aug","mon",1,"no"
62,"retired","married","basic.4y","no","cellular","aug","mon",1,"yes"
67,"retired","married","basic.4y","no","cellular","aug","mon",2,"yes"
33,"services","single","high.school","no","cellular","aug","mon",1,"no"
38,"technician","single","university.degree","no","cellular","aug","mon",7,"no"
31,"technician","single","unknown","no","cellular","aug","mon",1,"no"
33,"admin.","single","university.degree","yes","telephone","aug","mon",1,"no"
53,"services","married","basic.9y","no","telephone","aug","mon",2,"no"
31,"technician","single","unknown","no","cellular","aug","mon",2,"yes"
28,"admin.","married","university.degree","no","cellular","aug","mon",3,"yes"
77,"retired","divorced","professional.course","no","cellular","aug","mon",1,"no"
27,"admin.","single","university.degree","no","cellular","aug","tue",1,"yes"
31,"student","single","university.degree","no","cellular","aug","tue",1,"no"
64,"retired","married","professional.course","no","cellular","aug","tue",1,"yes"
37,"technician","single","university.degree","no","cellular","aug","tue",2,"yes"
28,"admin.","single","university.degree","yes","cellular","aug","tue",2,"yes"
28,"unemployed","single","basic.9y","yes","cellular","aug","tue",1,"yes"
31,"student","single","university.degree","no","cellular","aug","tue",4,"yes"
47,"services","divorced","unknown","no","cellular","aug","tue",2,"yes"
21,"student","single","high.school","no","cellular","aug","tue",2,"no"
31,"admin.","single","university.degree","no","cellular","aug","tue",3,"no"
40,"admin.","married","high.school","yes","cellular","aug","tue",2,"yes"
75,"retired","married","unknown","no","telephone","aug","tue",2,"yes"
30,"student","single","high.school","no","cellular","aug","tue",3,"yes"
21,"student","single","high.school","no","cellular","aug","tue",3,"yes"
58,"blue-collar","married","basic.4y","no","cellular","aug","wed",1,"yes"
48,"admin.","married","university.degree","yes","cellular","aug","wed",1,"yes"
28,"student","single","unknown","no","cellular","aug","wed",1,"no"
35,"technician","married","university.degree","no","cellular","aug","wed",1,"yes"
35,"technician","married","university.degree","no","cellular","aug","wed",1,"yes"
27,"student","single","university.degree","no","cellular","aug","wed",1,"yes"
28,"student","single","basic.9y","no","cellular","aug","wed",1,"yes"
61,"retired","married","university.degree","no","telephone","aug","wed",2,"yes"
47,"admin.","married","university.degree","unknown","cellular","aug","wed",1,"yes"
27,"student","single","university.degree","no","cellular","aug","wed",1,"yes"
30,"admin.","single","university.degree","no","telephone","aug","wed",1,"no"
59,"unknown","married","unknown","no","cellular","aug","wed",1,"yes"
28,"student","single","basic.9y","yes","cellular","aug","wed",1,"yes"
28,"student","single","basic.9y","no","telephone","aug","wed",2,"no"
18,"student","single","unknown","no","cellular","aug","wed",2,"yes"
52,"admin.","married","university.degree","no","cellular","aug","wed",1,"no"
48,"blue-collar","married","basic.9y","no","cellular","aug","wed",1,"yes"
27,"student","single","university.degree","no","telephone","aug","wed",1,"no"
34,"admin.","married","university.degree","no","cellular","aug","wed",1,"yes"
27,"student","single","basic.9y","no","cellular","aug","wed",1,"no"
18,"student","single","unknown","no","cellular","aug","wed",1,"yes"
48,"admin.","single","university.degree","no","cellular","aug","wed",1,"yes"
